Industry,Category,Description,Bedrooms/Baths,Price,Size,State,Location,Housing Type,Telephone,Contact Person,Email
Real Estate,Properties for rent,Upper Manhattan Renovated Apartment for Rent 212-222-9754,1BR / 1Ba,1750,,FL,(Upper Manhattan),Apartment,(225)654-9462,CHUNG,CHUNG@gmail.com
Real Estate,Properties for rent,Apartment for rent in Valley stream,1BR / 0Ba,1400,,FL,(Valley Stream),Apartment,(225)654-9463,CLAIR,CLAIR@gmail.com
Real Estate,Properties for rent,Loft apartment for rent,3BR / 2Ba,3400,,FL,(East Harlem),Apartment,(225)654-9464,CLARENCE,CLARENCE@gmail.com
Real Estate,Properties for rent,"Apartment available for rent East New York, Brooklyn",3BR / 1.5Ba,2200,,FL,(East New York),Apartment,(225)654-9465,CLARK,CLARK@gmail.com
Real Estate,Properties for rent,Beautiful 3 bedroom apartment for rent,3BR / 1Ba,2500,,FL,(Bushwick),Apartment,(225)654-9466,CLAUD,CLAUD@gmail.com
Real Estate,Properties for rent,Apartment for Rent in Midwood Atlantic Management 718-373-6000,1BR / 1Ba,1745,,FL,"(Midwood, Brooklyn)",Apartment,(225)654-9467,CLAUDE,CLAUDE@gmail.com
Real Estate,Properties for rent,Apartment for rent _M train_ 2.5 bdrm box_Renovated,3BR / 1Ba,2550,950,FL,(Ridgewood),Apartment,(225)654-9468,CLAUDIO,CLAUDIO@gmail.com
Real Estate,Properties for rent,Apartment for Rent NO FEE,4BR / 1Ba,3200,,FL,(Ridgewood),Apartment,(225)654-9469,CLAY,CLAY@gmail.com
Real Estate,Properties for rent,Apartment for rent,2BR / 1Ba,1899,,FL,(Bed Stuy),Apartment,(225)654-9470,CLAYTON,CLAYTON@gmail.com
Real Estate,Properties for rent,"1 Bedroom, 1 bathroom apartment for rent",1BR / 1Ba,2000,,FL,"(153 East 149th, Bronx, NY)",Apartment,(225)654-9471,CLEMENT,CLEMENT@gmail.com
Real Estate,Properties for rent,Beautiful apartment for rent with all utilities included,3BR / 2Ba,2600,,FL,,Apartment,(225)654-9472,CLEMENTE,CLEMENTE@gmail.com
Real Estate,Properties for rent,3 BEDROOMS APARTMENT FOR RENT,4BR / 1Ba,2300,1300,FL,(QUEENS NY),Apartment,(225)654-9473,CLEO,CLEO@gmail.com
Real Estate,Properties for rent,"Spacious One-Bedroom Apartment for Rent in Stamford, CT",1BR / 1Ba,1480,700,FL,"(Stamford, CT)",Apartment,(225)654-9474,CLETUS,CLETUS@gmail.com
Real Estate,Properties for rent,Studio apartment for rent,0BR / 1Ba,1475,,FL,,Apartment,(225)654-9475,CLEVELAND,CLEVELAND@gmail.com
Real Estate,Properties for rent,Studio apartment for rent,0BR / 1Ba,1475,,FL,,Apartment,(225)654-9476,CLIFF,CLIFF@gmail.com
Real Estate,Properties for rent,Apartment for rent,1BR / 1Ba,1700,590,FL,(Highbridge),Apartment,(225)654-9477,CLIFFORD,CLIFFORD@gmail.com
Real Estate,Properties for rent,Apartment for rent,1BR / 1Ba,3872,,FL,(Midtown),Apartment,(225)654-9478,CLIFTON,CLIFTON@gmail.com
Real Estate,Properties for rent,Ocean Front Living - Apartment for rent,1BR / 1Ba,2000,760,FL,(Brooklyn),Apartment,(225)654-9479,CLINT,CLINT@gmail.com
Real Estate,Properties for rent,1 room in 3b apartment for rent from Sep 1st. All utilities included,3BR / sharedBa,1250,,FL,(Long Island City),Apartment,(225)654-9480,CLINTON,CLINTON@gmail.com
Real Estate,Properties for rent,Apartment Share Room(s) for Rent,,,,FL,(Staten Island),Apartment,(225)654-9481,CLYDE,CLYDE@gmail.com
Real Estate,Properties for rent,Apartment for rent,2BR / 2Ba,5500,913,FL,(Midtown),Apartment,(225)654-9482,CODY,CODY@gmail.com
Real Estate,Properties for rent,Apartment for Rent,2BR / 1Ba,2200,960 0,FL,(MASPETH),Apartment,(225)654-9483,COLBY,COLBY@gmail.com
Real Estate,Properties for rent,Beautiful 1 bedroom apartment for rent all included,,1300,,FL,(Roosevelt),Apartment,(225)654-9484,COLE,COLE@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9485,COLEMAN,COLEMAN@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9486,COLIN,COLIN@gmail.com
Real Estate,Properties for rent,@&WaRm Up WITH OUR HOTTEST SPECIAL APARTMENT FOR RENT(4122 24th St,1BR / 1Ba,1000,788,FL,"(Long Island City, NY)",Apartment,(225)654-9487,COLLIN,COLLIN@gmail.com
Real Estate,Properties for rent,Huge 2 Bedrooms Apartment+ Basement For Rent --NO FEE--,2BR / 1Ba,3750,2000,FL,(Fort Greene),Apartment,(225)654-9488,COLTON,COLTON@gmail.com
Real Estate,Properties for rent,a well furnished 1 bedroom luxury apartment for rent,1BR / 1Ba,2900,,FL,,Apartment,(225)654-9489,COLUMBUS,COLUMBUS@gmail.com
Real Estate,Properties for rent,Elegant Apartment For Rent,2BR / 2Ba,4000,,FL,,Apartment,(225)654-9490,CONNIE,CONNIE@gmail.com
Real Estate,Properties for rent,Cheap Comfortable Apartment For Rent,2BR / 2Ba,4000,,FL,,Apartment,(225)654-9491,CONRAD,CONRAD@gmail.com
Real Estate,Properties for rent,"1B/1B Penthouse apartment available for rent w gym, pool, lounge",1BR / 1Ba,2725,,FL,(Newport / Jersey City),Apartment,(225)654-9492,CORDELL,CORDELL@gmail.com
Real Estate,Properties for rent,Apartment or house for rent,,,,FL,(Queens),Apartment,(225)654-9493,COREY,COREY@gmail.com
Real Estate,Properties for rent,apartment for rent,3BR / 1Ba,2600,,FL,(New Rochelle),Apartment,(225)654-9494,CORNELIUS,CORNELIUS@gmail.com
Real Estate,Properties for rent,"Room for rent (1,450). Great neighborhood/apartment.",,,,FL,(Upper East Side),Apartment,(225)654-9495,CORNELL,CORNELL@gmail.com
Real Estate,Properties for rent,"Room for rent (1,450). Great neighborhood/apartment.",,,,FL,(Upper East Side),Apartment,(225)654-9496,CORTEZ,CORTEZ@gmail.com
Real Estate,Properties for rent,2 bedroom apartment for rent 1900,2BR / 1Ba,1900,900,FL,(58th street),Apartment,(225)654-9497,CORY,CORY@gmail.com
Real Estate,Properties for rent,Beautiful 1 bedroom apartment for rent all included,,1300,,FL,(Roosevelt),Apartment,(225)654-9498,COURTNEY,COURTNEY@gmail.com
Real Estate,Properties for rent,Beautiful 1 bedroom apartment for rent all included,,1300,,FL,(Roosevelt),Apartment,(225)654-9499,COY,COY@gmail.com
Real Estate,Properties for rent,Beautiful 1 bedroom apartment for rent all included,,1300,,FL,(Roosevelt),Apartment,(225)654-9500,CRAIG,CRAIG@gmail.com
Real Estate,Properties for rent,3 Bedroom Apartment For Rent,,2400,,FL,(Kew Gardens),Apartment,(225)654-9501,CRISTOBAL,CRISTOBAL@gmail.com
Real Estate,Properties for rent,Spacious 2-Bedroom Apartment Available For Rent - 1795,2BR / 1Ba,1795,,FL,,Apartment,(225)654-9502,CRISTOPHER,CRISTOPHER@gmail.com
Real Estate,Properties for rent,Apartment for rent NO FEE,3BR / 1.5Ba,3300,,FL,(Bushwick),Apartment,(225)654-9503,CRUZ,CRUZ@gmail.com
Real Estate,Properties for rent,Penthouse apartment for rent in Jersey City w awesome views,1BR / 1Ba,2725,800,FL,(Jersey City / Newport / Pavonia),Apartment,(225)654-9504,CURT,CURT@gmail.com
Real Estate,Properties for rent,Apartment for rent NO FEE,3BR / 1Ba,2850,,FL,(Bushwick),Apartment,(225)654-9505,CURTIS,CURTIS@gmail.com
Real Estate,Properties for rent,2-Bedroom Apartment For Rent By Owner,2BR / 0Ba,1200,800,FL,(Irvington New Jersey),Apartment,(225)654-9506,CYRIL,CYRIL@gmail.com
Real Estate,Properties for rent,Apartment for rent NO FEE,3BR / 1.5Ba,3300,,FL,(Bushwick),Apartment,(225)654-9507,CYRUS,CYRUS@gmail.com
Real Estate,Properties for rent,1 Bedroom Apartment For Rent In Astoria,,1300,,FL,,Apartment,(225)654-9508,DALE,DALE@gmail.com
Real Estate,Properties for rent,ID#: 1323110 Lovely 2 Bedroom Apartment For Rent In Douglaston,,1800,,FL,(Douglaston),Apartment,(225)654-9509,DALLAS,DALLAS@gmail.com
Real Estate,Properties for rent,"FULLY FURNISHED APARTMENT FOR RENT! GAS, WATER, INTERNET INCLUDED",0BR / 1Ba,1990,,FL,,Apartment,(225)654-9510,DALTON,DALTON@gmail.com
Real Estate,Properties for rent,ID#:1323215 Lovely Freshly Painted 1.5 Br Apartment For Rent,1BR / 1Ba,1700,,FL,(Whitestone),Apartment,(225)654-9511,DAMIAN,DAMIAN@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9512,DAMIEN,DAMIEN@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9513,DAMION,DAMION@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9514,DAMON,DAMON@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9515,DAN,DAN@gmail.com
Real Estate,Properties for rent,Awesome Master Space for♥ rent in our shared Apartment,,847,,FL,(bernal heights),Apartment,(225)654-9516,DANA,DANA@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9517,DANE,DANE@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(West Village),Apartment,(225)654-9518,DANIAL,DANIAL@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2499,,FL,(Upper East Side),Apartment,(225)654-9519,DANIEL,DANIEL@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9520,DANILO,DANILO@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9521,DANNIE,DANNIE@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9522,DANNY,DANNY@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9523,DANTE,DANTE@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9524,DARELL,DARELL@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9525,DAREN,DAREN@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9526,DARIN,DARIN@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2499,,FL,(Upper East Side),Apartment,(225)654-9527,DARIO,DARIO@gmail.com
Real Estate,Properties for rent,Nice Apartment for Rent By Owner,1BR / 1Ba,2750,,FL,(West Village),Apartment,(225)654-9528,DARIUS,DARIUS@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9529,DARNELL,DARNELL@gmail.com
Real Estate,Properties for rent,3 bedroom Apartment for Rent,3BR / 1Ba,2500,,FL,,Apartment,(225)654-9530,DARON,DARON@gmail.com
Real Estate,Properties for rent,"☀ Elmsford apartment for rent, Business center, Dishwasher",2BR / 2Ba,3245,1237,FL,,Apartment,(225)654-9531,DARREL,DARREL@gmail.com
Real Estate,Properties for rent,"2,350 - 2 BEDROOMS APARTMENT FOR RENT IN ASTORIA",2BR / 1Ba,2350,,FL,(Astoria),Apartment,(225)654-9532,DARRELL,DARRELL@gmail.com
Real Estate,Properties for rent,"2,350 - 2 BEDROOMS APARTMENT FOR RENT IN ASTORIA",2BR / 1Ba,2350,,FL,(Astoria),Apartment,(225)654-9533,DARREN,DARREN@gmail.com
Real Estate,Properties for rent,One bedroom available for rent in two bedroom apartment in Greenpoint,,500,,FL,"(Brooklyn, New york)",Apartment,(225)654-9534,DARRICK,DARRICK@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9535,DARRIN,DARRIN@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9536,DARRON,DARRON@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9537,DARRYL,DARRYL@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9538,DARWIN,DARWIN@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9539,DARYL,DARYL@gmail.com
Real Estate,Properties for rent,ID#: 1323177 Lovely Apartment For Rent In Fresh Pond Road,,1650,,FL,,Apartment,(225)654-9540,DAVE,DAVE@gmail.com
Real Estate,Properties for rent,Beautiful Rooms For Rent In New Renovated Apartment Great Daily Rate,,70,,FL,,Apartment,(225)654-9541,DAVID,DAVID@gmail.com
Real Estate,Properties for rent,Awesome Master Space for rent in our shared Apartment,,847,,FL,(bernal heights),Apartment,(225)654-9542,DAVIS,DAVIS@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9543,DEAN,DEAN@gmail.com
Real Estate,Properties for rent,"Apartment for rent*Boerum Hill, Brooklyn*no brokers fee",1BR / 1Ba,2500,,FL,"(Boerum Hill, Brooklyn)",Apartment,(225)654-9544,DEANDRE,DEANDRE@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9545,DEANGELO,DEANGELO@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9546,DEE,DEE@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9547,DEL,DEL@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9548,DELBERT,DELBERT@gmail.com
Real Estate,Properties for rent,Nice Studio Apartment for Rent By Owner,0BR / 1Ba,2295,,FL,(Midtown West),Apartment,(225)654-9549,DELMAR,DELMAR@gmail.com
Real Estate,Properties for rent,ID#: 1323158 Beautiful 2 Bedroom Apartment For Rent In Ridgewood,,2400,,FL,,Apartment,(225)654-9550,DELMER,DELMER@gmail.com
Real Estate,Properties for rent,"☀ Elmsford apartment for rent, Air Conditioner, Package Concierge",2BR / 2Ba,3274,1224,FL,,Apartment,(225)654-9551,DEMARCUS,DEMARCUS@gmail.com
Real Estate,Properties for rent,Beautiful Rooms For Rent Best Daily Rate In New Ronovated Apartment,,70,,FL,,Apartment,(225)654-9552,DEMETRIUS,DEMETRIUS@gmail.com
Real Estate,Properties for rent,Beautiful Rooms For Rent Best Daily Rate In New Ronovated Apartment,,70,,FL,,Apartment,(225)654-9553,DENIS,DENIS@gmail.com
Real Estate,Properties for rent,"Apartment For Rent, 2 bedrooms ON Hillside Avenue",,2500,,FL,(Hillside AVE),Apartment,(225)654-9554,DENNIS,DENNIS@gmail.com
Real Estate,Properties for rent,APARTMENT FOR RENT *950.00***,1BR / 1Ba,950,,FL,(OZONE PARK),Apartment,(225)654-9555,DENNY,DENNY@gmail.com
Real Estate,Properties for rent,Bay Ridge 5th Avenue Apartment for Rent,2BR / 1Ba,2300,965,FL,(5th Avenue),Apartment,(225)654-9556,DENVER,DENVER@gmail.com
Real Estate,Properties for rent,Beautiful 1-BDRM apartment available for rent - 1600,1BR / 1Ba,1600,,FL,,Apartment,(225)654-9557,DEON,DEON@gmail.com
Real Estate,Properties for rent,3 Bedroom Apartment on the 1st Floor For Rent!!! Unit #2588,,2300,,FL,(West Babylon),Apartment,(225)654-9558,DEREK,DEREK@gmail.com
Real Estate,Properties for rent,Bedroom for rent in 4-bedroom apartment,,675,137,FL,(Ditmars-Astoria),Apartment,(225)654-9559,DERICK,DERICK@gmail.com
Real Estate,Properties for rent,Penthouse apartment for rent - Newport Waterfront,1BR / 1Ba,2725,,FL,"(Jersey City, NJ / Newport)",Apartment,(225)654-9560,DERRICK,DERRICK@gmail.com
Real Estate,Properties for rent,3 Br Bedroom Apartment for Rent 2200,3BR / 0Ba,2200,,FL,(Richmond Hill),Apartment,(225)654-9561,DESHAWN,DESHAWN@gmail.com
Real Estate,Properties for rent,Chic penthouse apartment for rent with the city views in Stamford!,1BR / 1Ba,1995,789,FL,"(Stamford, Ct)",Apartment,(225)654-9562,DESMOND,DESMOND@gmail.com
Real Estate,Properties for rent,1br Sunny Apartment For Rent Near All (Sunset Park) (,,1600,,FL,(sunset park 43rd st),Apartment,(225)654-9563,DEVIN,DEVIN@gmail.com
Real Estate,Properties for rent,NICE BEDROOM for rent in 2 bedroom apartment,,,,FL,(Astoria - 33rd Street and Broadway),Apartment,(225)654-9564,DEVON,DEVON@gmail.com
Real Estate,Properties for rent,apartment for rent Brighton Beach,1BR / 1Ba,1850,1100,FL,(Brooklyn11235),Apartment,(225)654-9565,DEWAYNE,DEWAYNE@gmail.com
Real Estate,Properties for rent,2 Bedroom + 1 Bathroom apartment for rent w/ Good Credit,,2500,,FL,(Lynbrook),Apartment,(225)654-9566,DEWEY,DEWEY@gmail.com
Real Estate,Properties for rent,2 Bedroom + 1 Bathroom apartment for rent w/ Good Credit,2BR / 1Ba,2600,,FL,(Lynbrook),Apartment,(225)654-9567,DEWITT,DEWITT@gmail.com
Real Estate,Properties for rent,"3 Bedroom apartment, 1 bath + attic for rent w/ Good Credit",3BR / 1Ba,3500,,FL,(Lynbrook),Apartment,(225)654-9568,DEXTER,DEXTER@gmail.com
Real Estate,Properties for rent,Brand new renovated one bedroom apartment for rent!!! TOP LOCATION,1BR / 1Ba,3200,700,FL,(Gramercy),Apartment,(225)654-9569,DICK,DICK@gmail.com
Real Estate,Properties for rent,apartment for rent Brighton Beach,1BR / 1Ba,1850,1100,FL,(Brooklyn11235),Apartment,(225)654-9570,DIEGO,DIEGO@gmail.com
Real Estate,Properties for rent,1 Bedroom on 2nd Floor Apartment For Rent!!!! Unit #2456,,1500,,FL,(Freeport),Apartment,(225)654-9571,DILLON,DILLON@gmail.com
Real Estate,Properties for rent,Furnished one bedroom apartment for rent with new furnishings!!!,1BR / 1Ba,3100,,FL,(Gramercy),Apartment,(225)654-9572,DINO,DINO@gmail.com
Real Estate,Properties for rent,apartment for rent Brighton Beach,1BR / 1Ba,1850,1100,FL,(Brooklyn11235),Apartment,(225)654-9573,DION,DION@gmail.com
Real Estate,Properties for rent,Apartment or house for rent,,,,FL,(Queens),Apartment,(225)654-9574,DIRK,DIRK@gmail.com
Real Estate,Properties for rent,"Apartment For Rent, 2 bedrooms ON Hillside Avenue",2BR / 1Ba,2400,8,FL,,Apartment,(225)654-9575,DOMENIC,DOMENIC@gmail.com
Real Estate,Properties for rent,2 Bedroom + 1 Bathroom apartment for rent w/ Good Credit,2BR / 0Ba,,,FL,(Lynbrook),Apartment,(225)654-9576,DOMINGO,DOMINGO@gmail.com
Real Estate,Properties for rent,"3 Bedroom apartment, 1 bath + attic for rent w/ Good Credit",3BR / 0Ba,,,FL,(Lynbrook),Apartment,(225)654-9577,DOMINIC,DOMINIC@gmail.com
Real Estate,Properties for rent,Apartment for rent,2BR / 1Ba,1850,,FL,(E Flatbush),Apartment,(225)654-9578,DOMINICK,DOMINICK@gmail.com
Real Estate,Properties for rent,One bedroom apartment  for rent,1BR / 1Ba,1675,,FL,,Apartment,(225)654-9579,DOMINIQUE,DOMINIQUE@gmail.com
Real Estate,Properties for rent,Luxury apt for rent 3 bed apartment,3BR / 1Ba,3690,,FL,(Financial District),Apartment,(225)654-9580,DON,DON@gmail.com
Real Estate,Properties for rent,Apartment for Rent next to Astoria Park & Water 718-726-0003,2BR / 1Ba,2095,,FL,(Astoria),Apartment,(225)654-9581,DONALD,DONALD@gmail.com
Real Estate,Properties for rent,Upper Manhattan Renovated Apartment for Rent 212-222-9754,1BR / 1Ba,1750,,FL,(Upper Manhattan),Apartment,(225)654-9582,DONG,DONG@gmail.com
Real Estate,Properties for rent,Apartment for rent in Valley stream,1BR / 0Ba,1400,,FL,(Valley Stream),Apartment,(225)654-9583,DONN,DONN@gmail.com
Real Estate,Properties for rent,Loft apartment for rent,3BR / 2Ba,3400,5,FL,(East Harlem),Apartment,(225)654-9584,DONNELL,DONNELL@gmail.com
Real Estate,Properties for rent,"Apartment available for rent East New York, Brooklyn",3BR / 1.5Ba,2200,,FL,(East New York),Apartment,(225)654-9585,DONNIE,DONNIE@gmail.com
Real Estate,Properties for rent,Beautiful 3 bedroom apartment for rent,3BR / 1Ba,2500,5,FL,(Bushwick),Apartment,(225)654-9586,DONNY,DONNY@gmail.com
Real Estate,Properties for rent,Apartment for Rent in Midwood Atlantic Management 718-373-6000,1BR / 1Ba,1745,,FL,"(Midwood, Brooklyn)",Apartment,(225)654-9587,DONOVAN,DONOVAN@gmail.com
Real Estate,Properties for rent,Apartment for rent _M train_ 2.5 bdrm box_Renovated,3BR / 1Ba,2550,950,FL,(Ridgewood),Apartment,(225)654-9588,DONTE,DONTE@gmail.com
Real Estate,Properties for rent,Apartment for Rent NO FEE,4BR / 1Ba,3200,,FL,(Ridgewood),Apartment,(225)654-9589,DORIAN,DORIAN@gmail.com
Real Estate,Properties for rent,Apartment for rent,2BR / 1Ba,1899,,FL,(Bed Stuy),Apartment,(225)654-9590,DORSEY,DORSEY@gmail.com
Real Estate,Properties for rent,"1 Bedroom, 1 bathroom apartment for rent",1BR / 1Ba,2000,,FL,"(153 East 149th, Bronx, NY)",Apartment,(225)654-9591,DOUG,DOUG@gmail.com
Real Estate,Properties for rent,Beautiful apartment for rent with all utilities included,3BR / 2Ba,2600,,FL,,Apartment,(225)654-9592,DOUGLAS,DOUGLAS@gmail.com
Real Estate,Properties for rent,3 BEDROOMS APARTMENT FOR RENT,4BR / 1Ba,2300,1300,FL,(QUEENS NY),Apartment,(225)654-9593,DOUGLASS,DOUGLASS@gmail.com
Real Estate,Properties for rent,"Spacious One-Bedroom Apartment for Rent in Stamford, CT",1BR / 1Ba,1480,700,FL,"(Stamford, CT)",Apartment,(225)654-9594,DOYLE,DOYLE@gmail.com
Real Estate,Properties for rent,Studio apartment for rent,0BR / 1Ba,1475,,FL,,Apartment,(225)654-9595,DREW,DREW@gmail.com
Real Estate,Properties for rent,Studio apartment for rent,0BR / 1Ba,1475,,FL,,Apartment,(225)654-9596,DUANE,DUANE@gmail.com
Real Estate,Properties for rent,Apartment for rent,1BR / 1Ba,1700,590,FL,(Highbridge),Apartment,(225)654-9597,DUDLEY,DUDLEY@gmail.com
